Uid,Sid,Tag,Key,Time,Value,UpdateTime
8278620265,default,daily_report,valid_stand,1741478400,"{""count"":14}",1742412752
8278620265,default,daily_report,valid_stand,1741564800,"{""count"":10}",1742412752
8278620265,default,daily_report,valid_stand,1741651200,"{""count"":13}",1742412750
8278620265,default,daily_report,valid_stand,1741737600,"{""count"":14}",1742412750
8278620265,default,daily_report,valid_stand,1741824000,"{""count"":10}",1742412750
8278620265,default,daily_report,valid_stand,1741910400,"{""count"":8}",1742412749
8278620265,default,daily_report,valid_stand,1741996800,"{""count"":16}",1742412749
8278620265,default,daily_report,valid_stand,1742083200,"{""count"":15}",1742412749
8278620265,default,daily_report,valid_stand,1742169600,"{""count"":10}",1742412749
8278620265,default,daily_report,valid_stand,1742256000,"{""count"":9}",1742412749
8278620265,default,daily_report,valid_stand,1742342400,"{""count"":7}",1743005685
8278620265,default,daily_report,valid_stand,1742428800,"{""count"":12}",1743005680
8278620265,default,daily_report,valid_stand,1742515200,"{""count"":14}",1743005698
8278620265,default,daily_report,valid_stand,1742601600,"{""count"":10}",1743005695
8278620265,default,daily_report,valid_stand,1742688000,"{""count"":12}",1743005695
8278620265,default,daily_report,valid_stand,1742774400,"{""count"":13}",1743005695
8278620265,default,daily_report,valid_stand,1742860800,"{""count"":13}",1743005695
8278620265,default,daily_report,valid_stand,1742947200,"{""count"":2}",1743021240
8278620265,default,daily_report,valid_stand,1743033600,"{""count"":12}",1743446821
8278620265,default,daily_report,valid_stand,1743120000,"{""count"":13}",1743446821
8278620265,default,daily_report,valid_stand,1743206400,"{""count"":18}",1743446824
8278620265,default,daily_report,valid_stand,1743292800,"{""count"":12}",1743446824
8278620265,default,daily_report,valid_stand,1743379200,"{""count"":11}",1744875052
8278620265,default,daily_report,valid_stand,1743465600,"{""count"":9}",1744875051
8278620265,default,daily_report,valid_stand,1743552000,"{""count"":3}",1744875051
8278620265,default,daily_report,valid_stand,1743638400,"{""count"":8}",1744875051
8278620265,default,daily_report,valid_stand,1743724800,"{""count"":13}",1744875051
8278620265,default,daily_report,valid_stand,1743811200,"{""count"":9}",1744875050
8278620265,default,daily_report,valid_stand,1743897600,"{""count"":14}",1744875050
8278620265,default,daily_report,valid_stand,1743984000,"{""count"":11}",1744875050
8278620265,default,daily_report,valid_stand,1744070400,"{""count"":7}",1744875049
8278620265,default,daily_report,valid_stand,1744156800,"{""count"":8}",1744875049
8278620265,default,daily_report,valid_stand,1744243200,"{""count"":13}",1744875049
8278620265,default,daily_report,valid_stand,1744329600,"{""count"":11}",1744875049
8278620265,default,daily_report,valid_stand,1744416000,"{""count"":7}",1744875048
8278620265,default,daily_report,valid_stand,1744502400,"{""count"":11}",1744875048
8278620265,default,daily_report,valid_stand,1744588800,"{""count"":7}",1744875048
8278620265,default,daily_report,valid_stand,1744675200,"{""count"":7}",1744875045
8278620265,default,daily_report,valid_stand,1744761600,"{""count"":7}",1744875045
8278620265,default,daily_report,valid_stand,1744848000,"{""count"":8}",1745276164
8278620265,default,daily_report,valid_stand,1744934400,"{""count"":14}",1745276164
8278620265,default,daily_report,valid_stand,1745020800,"{""count"":15}",1745276164
8278620265,default,daily_report,valid_stand,1745107200,"{""count"":8}",1745276164
8278620265,default,daily_report,valid_stand,1745193600,"{""count"":11}",1745276164
8278620265,default,daily_report,valid_stand,1745280000,"{""count"":7}",1746033205
8278620265,default,daily_report,valid_stand,1745366400,"{""count"":7}",1746033205
8278620265,default,daily_report,valid_stand,1745452800,"{""count"":9}",1746033205
8278620265,default,daily_report,valid_stand,1745539200,"{""count"":11}",1746033204
8278620265,default,daily_report,valid_stand,1745625600,"{""count"":14}",1746033204
8278620265,default,daily_report,valid_stand,1745712000,"{""count"":7}",1746033204
8278620265,default,daily_report,valid_stand,1745798400,"{""count"":6}",1746033203
8278620265,default,daily_report,valid_stand,1745884800,"{""count"":7}",1746033203
8278620265,default,daily_report,valid_stand,1745971200,"{""count"":12}",1746516338
8278620265,default,daily_report,valid_stand,1746057600,"{""count"":13}",1746516340
8278620265,default,daily_report,valid_stand,1746144000,"{""count"":10}",1746516340
8278620265,default,daily_report,valid_stand,1746230400,"{""count"":7}",1746516339
8278620265,default,daily_report,valid_stand,1746316800,"{""count"":14}",1746516339
8278620265,default,daily_report,valid_stand,1746403200,"{""count"":8}",1746516339
8278620265,default,daily_report,valid_stand,1746489600,"{""count"":11}",1746967162
8278620265,default,daily_report,valid_stand,1746576000,"{""count"":11}",1746967162
8278620265,default,daily_report,valid_stand,1746662400,"{""count"":8}",1746967162
8278620265,default,daily_report,valid_stand,1746748800,"{""count"":13}",1746967160
8278620265,default,daily_report,valid_stand,1746835200,"{""count"":15}",1746967160
8278620265,default,daily_report,valid_stand,1746921600,"{""count"":9}",1747286616
8278620265,default,daily_report,valid_stand,1747008000,"{""count"":13}",1747286616
8278620265,default,daily_report,valid_stand,1747094400,"{""count"":7}",1747286616
8278620265,default,daily_report,valid_stand,1747180800,"{""count"":10}",1747286616
8278620265,default,daily_report,valid_stand,1747267200,"{""count"":12}",1748460094
8278620265,default,daily_report,valid_stand,1747353600,"{""count"":4}",1748460094
8278620265,default,daily_report,valid_stand,1747440000,"{""count"":13}",1748460094
8278620265,default,daily_report,valid_stand,1747526400,"{""count"":5}",1748460094
8278620265,default,daily_report,valid_stand,1747612800,"{""count"":9}",1748460094
8278620265,default,daily_report,valid_stand,1747699200,"{""count"":12}",1748460093
8278620265,default,daily_report,valid_stand,1747785600,"{""count"":14}",1748460093
8278620265,default,daily_report,valid_stand,1747872000,"{""count"":11}",1748460093
8278620265,default,daily_report,valid_stand,1747958400,"{""count"":15}",1748460093
8278620265,default,daily_report,valid_stand,1748044800,"{""count"":9}",1748460093
8278620265,default,daily_report,valid_stand,1748390400,"{""count"":1}",1749329642
8278620265,default,daily_report,valid_stand,1748476800,"{""count"":10}",1749329642
8278620265,default,daily_report,valid_stand,1748563200,"{""count"":14}",1749329642
8278620265,default,daily_report,valid_stand,1748649600,"{""count"":12}",1749329641
8278620265,default,daily_report,valid_stand,1748736000,"{""count"":9}",1749329640
8278620265,default,daily_report,valid_stand,1748822400,"{""count"":11}",1749329639
8278620265,default,daily_report,valid_stand,1748908800,"{""count"":9}",1749329641
8278620265,default,daily_report,valid_stand,1748995200,"{""count"":12}",1749329641
8278620265,default,daily_report,valid_stand,1749081600,"{""count"":7}",1749329641
8278620265,default,daily_report,valid_stand,1749168000,"{""count"":11}",1749329641
8278620265,default,daily_report,valid_stand,1749254400,"{""count"":10}",1750630577
8278620265,default,daily_report,valid_stand,1749340800,"{""count"":13}",1750630577
8278620265,default,daily_report,valid_stand,1749427200,"{""count"":9}",1750630576
8278620265,default,daily_report,valid_stand,1749513600,"{""count"":11}",1750630576
8278620265,default,daily_report,valid_stand,1749600000,"{""count"":4}",1750630576
8278620265,default,daily_report,valid_stand,1749686400,"{""count"":10}",1750630576
8278620265,default,daily_report,valid_stand,1749772800,"{""count"":14}",1750630575
8278620265,default,daily_report,valid_stand,1749859200,"{""count"":10}",1750630575
8278620265,default,daily_report,valid_stand,1749945600,"{""count"":13}",1750630575
8278620265,default,daily_report,valid_stand,1750032000,"{""count"":9}",1750630575
8278620265,default,daily_report,valid_stand,1750118400,"{""count"":9}",1750630574
8278620265,default,daily_report,valid_stand,1750204800,"{""count"":10}",1750630574
8278620265,default,daily_report,valid_stand,1750291200,"{""count"":9}",1750630574
8278620265,default,daily_report,valid_stand,1750377600,"{""count"":11}",1750630574
8278620265,default,daily_report,valid_stand,1750464000,"{""count"":13}",1750630573
8278620265,default,daily_report,valid_stand,1750550400,"{""count"":6}",1750630573
8278620265,default,daily_report,valid_stand,1750636800,"{""count"":13}",1751493798
8278620265,default,daily_report,valid_stand,1750723200,"{""count"":9}",1751493797
8278620265,default,daily_report,valid_stand,1750809600,"{""count"":16}",1751493797
8278620265,default,daily_report,valid_stand,1750896000,"{""count"":10}",1751493797
8278620265,default,daily_report,valid_stand,1750982400,"{""count"":11}",1751493796
8278620265,default,daily_report,valid_stand,1751068800,"{""count"":14}",1751493796
8278620265,default,daily_report,valid_stand,1751155200,"{""count"":8}",1751493796
8278620265,default,daily_report,valid_stand,1751241600,"{""count"":15}",1751493795
8278620265,default,daily_report,valid_stand,1751328000,"{""count"":6}",1751493795
8278620265,default,daily_report,valid_stand,1751414400,"{""count"":14}",1751493795
8278620265,default,daily_report,valid_stand,1751500800,"{""count"":13}",1752179287
8278620265,default,daily_report,valid_stand,1751587200,"{""count"":15}",1752179287
8278620265,default,daily_report,valid_stand,1751673600,"{""count"":4}",1752179286
8278620265,default,daily_report,valid_stand,1751760000,"{""count"":10}",1752179286
8278620265,default,daily_report,valid_stand,1751846400,"{""count"":11}",1752179286
8278620265,default,daily_report,valid_stand,1751932800,"{""count"":10}",1752179285
8278620265,default,daily_report,valid_stand,1752019200,"{""count"":13}",1752179285
8278620265,default,daily_report,valid_stand,1752105600,"{""count"":11}",1752937311
8278620265,default,daily_report,valid_stand,1752192000,"{""count"":6}",1752937311
8278620265,default,daily_report,valid_stand,1752278400,"{""count"":10}",1752937310
8278620265,default,daily_report,valid_stand,1752364800,"{""count"":7}",1752937310
8278620265,default,daily_report,valid_stand,1752451200,"{""count"":9}",1752937310
8278620265,default,daily_report,valid_stand,1752537600,"{""count"":3}",1752937310
8278620265,default,daily_report,valid_stand,1752624000,"{""count"":9}",1752937310
8278620265,default,daily_report,valid_stand,1752710400,"{""count"":11}",1752937310
8278620265,default,daily_report,valid_stand,1752796800,"{""count"":14}",1752937310
8278620265,default,daily_report,valid_stand,1752883200,"{""count"":10}",1753269788
8278620265,default,daily_report,valid_stand,1752969600,"{""count"":10}",1753269788
8278620265,default,daily_report,valid_stand,1753056000,"{""count"":8}",1753269787
8278620265,default,daily_report,valid_stand,1753142400,"{""count"":10}",1753269787
8278620265,default,daily_report,valid_stand,1753228800,"{""count"":12}",1753524806
8278620265,default,daily_report,valid_stand,1753315200,"{""count"":13}",1753524805
8278620265,default,daily_report,valid_stand,1753401600,"{""count"":11}",1753524805
8278620265,default,daily_report,valid_stand,1753488000,"{""count"":10}",1754055292
8278620265,default,daily_report,valid_stand,1753574400,"{""count"":16}",1754055291
8278620265,default,daily_report,valid_stand,1753660800,"{""count"":9}",1754055291
8278620265,default,daily_report,valid_stand,1753747200,"{""count"":11}",1754055291
8278620265,default,daily_report,valid_stand,1753833600,"{""count"":12}",1754055290
8278620265,default,daily_report,valid_stand,1753920000,"{""count"":11}",1754055290
8278620265,default,daily_report,valid_stand,1754006400,"{""count"":9}",1754894412
8278620265,default,daily_report,valid_stand,1754092800,"{""count"":11}",1754894411
8278620265,default,daily_report,valid_stand,1754179200,"{""count"":11}",1754894411
8278620265,default,daily_report,valid_stand,1754265600,"{""count"":13}",1754894411
8278620265,default,daily_report,valid_stand,1754352000,"{""count"":9}",1754894410
8278620265,default,daily_report,valid_stand,1754438400,"{""count"":8}",1754894410
8278620265,default,daily_report,valid_stand,1754524800,"{""count"":12}",1754894410
8278620265,default,daily_report,valid_stand,1754611200,"{""count"":15}",1754894409
8278620265,default,daily_report,valid_stand,1754697600,"{""count"":13}",1754894409
8278620265,default,daily_report,valid_stand,1754784000,"{""count"":14}",1754894409
8278620265,default,daily_report,valid_stand,1754870400,"{""count"":10}",1754987774
8278620265,default,daily_report,valid_stand,1754956800,"{""count"":7}",1755898452
8278620265,default,daily_report,valid_stand,1755043200,"{""count"":9}",1755898450
8278620265,default,daily_report,valid_stand,1755129600,"{""count"":11}",1755898450
8278620265,default,daily_report,valid_stand,1755216000,"{""count"":10}",1755898450
8278620265,default,daily_report,valid_stand,1755302400,"{""count"":9}",1755898450
8278620265,default,daily_report,valid_stand,1755388800,"{""count"":10}",1755898449
8278620265,default,daily_report,valid_stand,1755475200,"{""count"":12}",1755898449
8278620265,default,daily_report,valid_stand,1755561600,"{""count"":11}",1755898449
8278620265,default,daily_report,valid_stand,1755648000,"{""count"":11}",1755898449
8278620265,default,daily_report,valid_stand,1755734400,"{""count"":13}",1755898449
8278620265,default,daily_report,valid_stand,1755820800,"{""count"":10}",1756023284
8278620265,default,daily_report,valid_stand,1755907200,"{""count"":11}",1756023284
8278620265,default,daily_report,valid_stand,1755993600,"{""count"":10}",1757803260
8278620265,default,daily_report,valid_stand,1756080000,"{""count"":13}",1757803260
8278620265,default,daily_report,valid_stand,1756166400,"{""count"":10}",1757803259
8278620265,default,daily_report,valid_stand,1756252800,"{""count"":8}",1757803259
8278620265,default,daily_report,valid_stand,1756339200,"{""count"":11}",1757803259
8278620265,default,daily_report,valid_stand,1756425600,"{""count"":10}",1757803259
8278620265,default,daily_report,valid_stand,1756512000,"{""count"":13}",1757803258
8278620265,default,daily_report,valid_stand,1756598400,"{""count"":13}",1757803258
8278620265,default,daily_report,valid_stand,1756684800,"{""count"":10}",1757803258
8278620265,default,daily_report,valid_stand,1756771200,"{""count"":11}",1757803257
8278620265,default,daily_report,valid_stand,1756857600,"{""count"":12}",1757803257
8278620265,default,daily_report,valid_stand,1756944000,"{""count"":13}",1764784477
8278620265,default,daily_report,valid_stand,1757030400,"{""count"":13}",1764784476
8278620265,default,daily_report,valid_stand,1757116800,"{""count"":10}",1764784476
8278620265,default,daily_report,valid_stand,1757203200,"{""count"":11}",1764784476
8278620265,default,daily_report,valid_stand,1757289600,"{""count"":16}",1763033521
8278620265,default,daily_report,valid_stand,1757376000,"{""count"":13}",1763033518
8278620265,default,daily_report,valid_stand,1757462400,"{""count"":11}",1763033518
8278620265,default,daily_report,valid_stand,1757548800,"{""count"":14}",1763033518
8278620265,default,daily_report,valid_stand,1757635200,"{""count"":11}",1763033517
8278620265,default,daily_report,valid_stand,1757721600,"{""count"":17}",1763033517
8278620265,default,daily_report,valid_stand,1757808000,"{""count"":11}",1763033517
8278620265,default,daily_report,valid_stand,1757894400,"{""count"":11}",1763033516
8278620265,default,daily_report,valid_stand,1757980800,"{""count"":13}",1763033516
8278620265,default,daily_report,valid_stand,1758067200,"{""count"":2}",1763033516
8278620265,default,daily_report,valid_stand,1758153600,"{""count"":17}",1763033515
8278620265,default,daily_report,valid_stand,1758240000,"{""count"":15}",1763033515
8278620265,default,daily_report,valid_stand,1758326400,"{""count"":16}",1763033515
8278620265,default,daily_report,valid_stand,1758412800,"{""count"":15}",1763033515
8278620265,default,daily_report,valid_stand,1758499200,"{""count"":11}",1763033514
8278620265,default,daily_report,valid_stand,1758585600,"{""count"":5}",1763033514
8278620265,default,daily_report,valid_stand,1758672000,"{""count"":10}",1763033514
8278620265,default,daily_report,valid_stand,1758758400,"{""count"":14}",1763033513
8278620265,default,daily_report,valid_stand,1758844800,"{""count"":15}",1763033513
8278620265,default,daily_report,valid_stand,1758931200,"{""count"":1}",1763033513
8278620265,default,daily_report,valid_stand,1759017600,"{""count"":13}",1763033512
8278620265,default,daily_report,valid_stand,1759104000,"{""count"":10}",1763033512
8278620265,default,daily_report,valid_stand,1759190400,"{""count"":11}",1763033512
8278620265,default,daily_report,valid_stand,1759276800,"{""count"":10}",1763033512
8278620265,default,daily_report,valid_stand,1759363200,"{""count"":12}",1763033511
8278620265,default,daily_report,valid_stand,1759449600,"{""count"":10}",1763033511
8278620265,default,daily_report,valid_stand,1759536000,"{""count"":12}",1763033511
8278620265,default,daily_report,valid_stand,1759622400,"{""count"":13}",1763033510
8278620265,default,daily_report,valid_stand,1759708800,"{""count"":5}",1763033510
8278620265,default,daily_report,valid_stand,1759795200,"{""count"":10}",1763033510
8278620265,default,daily_report,valid_stand,1759881600,"{""count"":8}",1763033510
8278620265,default,daily_report,valid_stand,1759968000,"{""count"":13}",1763033509
8278620265,default,daily_report,valid_stand,1760054400,"{""count"":11}",1763033509
8278620265,default,daily_report,valid_stand,1760140800,"{""count"":14}",1763032856
8278620265,default,daily_report,valid_stand,1760227200,"{""count"":11}",1763032840
8278620265,default,daily_report,valid_stand,1760313600,"{""count"":10}",1763032820
8278620265,default,daily_report,valid_stand,1760400000,"{""count"":14}",1763032813
8278620265,default,daily_report,valid_stand,1760486400,"{""count"":10}",1763032813
8278620265,default,daily_report,valid_stand,1760572800,"{""count"":11}",1763032813
8278620265,default,daily_report,valid_stand,1760659200,"{""count"":15}",1763032812
8278620265,default,daily_report,valid_stand,1760745600,"{""count"":13}",1763032812
8278620265,default,daily_report,valid_stand,1760832000,"{""count"":9}",1763032812
8278620265,default,daily_report,valid_stand,1760918400,"{""count"":15}",1762991405
8278620265,default,daily_report,valid_stand,1761004800,"{""count"":11}",1762991405
8278620265,default,daily_report,valid_stand,1761091200,"{""count"":16}",1762991404
8278620265,default,daily_report,valid_stand,1761177600,"{""count"":10}",1762991404
8278620265,default,daily_report,valid_stand,1761264000,"{""count"":12}",1762991404
8278620265,default,daily_report,valid_stand,1761350400,"{""count"":12}",1762962866
8278620265,default,daily_report,valid_stand,1761436800,"{""count"":10}",1762962846
8278620265,default,daily_report,valid_stand,1761523200,"{""count"":8}",1762962837
8278620265,default,daily_report,valid_stand,1761609600,"{""count"":9}",1762962837
8278620265,default,daily_report,valid_stand,1761696000,"{""count"":10}",1762962685
8278620265,default,daily_report,valid_stand,1761782400,"{""count"":12}",1762962675
8278620265,default,daily_report,valid_stand,1761868800,"{""count"":12}",1762962645
8278620265,default,daily_report,valid_stand,1761955200,"{""count"":12}",1762962641
8278620265,default,daily_report,valid_stand,1762041600,"{""count"":10}",1762962641
8278620265,default,daily_report,valid_stand,1762128000,"{""count"":9}",1762962575
8278620265,default,daily_report,valid_stand,1762214400,"{""count"":12}",1762962565
8278620265,default,daily_report,valid_stand,1762300800,"{""count"":12}",1762962545
8278620265,default,daily_report,valid_stand,1762387200,"{""count"":7}",1762962537
8278620265,default,daily_report,valid_stand,1762473600,"{""count"":12}",1762962485
8278620265,default,daily_report,valid_stand,1762560000,"{""count"":13}",1762962475
8278620265,default,daily_report,valid_stand,1762646400,"{""count"":12}",1762962455
8278620265,default,daily_report,valid_stand,1762732800,"{""count"":11}",1762962435
8278620265,default,daily_report,valid_stand,1762819200,"{""count"":8}",1762962410
8278620265,default,daily_report,valid_stand,1762905600,"{""count"":10}",1763032830
8278620265,default,daily_report,valid_stand,1762992000,"{""count"":6}",1763032846
8278620265,default,daily_report,valid_stand,1764720000,"{""count"":8}",1764784492
8278620265,default,daily_report,valid_stand,1764979200,"{""count"":14}",1765060529
8278620265,default,daily_report,valid_stand,1765929600,"{""count"":13}",1766246704
8278620265,default,daily_report,valid_stand,1766016000,"{""count"":12}",1766246703
8278620265,default,daily_report,valid_stand,1766102400,"{""count"":18}",1766246703
8278620265,default,daily_report,valid_stand,1766188800,"{""count"":12}",1766403183
8278620265,default,daily_report,valid_stand,1766275200,"{""count"":12}",1766403183
8278620265,default,daily_report,valid_stand,1766361600,"{""count"":8}",1766504416
8278620265,default,daily_report,valid_stand,1766448000,"{""count"":13}",1767093179
8278620265,default,daily_report,valid_stand,1766534400,"{""count"":13}",1767093179
8278620265,default,daily_report,valid_stand,1766620800,"{""count"":12}",1767093179
8278620265,default,daily_report,valid_stand,1766707200,"{""count"":15}",1767093179
8278620265,default,daily_report,valid_stand,1766793600,"{""count"":13}",1767093178
8278620265,default,daily_report,valid_stand,1766880000,"{""count"":15}",1767093178
8278620265,default,daily_report,valid_stand,1766966400,"{""count"":15}",1767093178
8278620265,default,daily_report,valid_stand,1767052800,"{""count"":14}",1767206533
8278620265,default,daily_report,valid_stand,1767139200,"{""count"":13}",1768837822
8278620265,default,daily_report,valid_stand,1767225600,"{""count"":9}",1768837822
8278620265,default,daily_report,valid_stand,1767312000,"{""count"":12}",1768837821
8278620265,default,daily_report,valid_stand,1767398400,"{""count"":11}",1768837821
8278620265,default,daily_report,valid_stand,1767484800,"{""count"":10}",1768837821
8278620265,default,daily_report,valid_stand,1767571200,"{""count"":10}",1768837820
8278620265,default,daily_report,valid_stand,1767657600,"{""count"":13}",1768837820
8278620265,default,daily_report,valid_stand,1767744000,"{""count"":12}",1768837820
8278620265,default,daily_report,valid_stand,1767830400,"{""count"":13}",1768837820
8278620265,default,daily_report,valid_stand,1767916800,"{""count"":11}",1768837819
8278620265,default,daily_report,valid_stand,1768003200,"{""count"":11}",1768837819
8278620265,default,daily_report,valid_stand,1768089600,"{""count"":6}",1768837819
8278620265,default,daily_report,valid_stand,1768176000,"{""count"":10}",1768837819
8278620265,default,daily_report,valid_stand,1768262400,"{""count"":10}",1768837819
8278620265,default,daily_report,valid_stand,1768348800,"{""count"":13}",1768837816
8278620265,default,daily_report,valid_stand,1768435200,"{""count"":13}",1768837819
8278620265,default,daily_report,valid_stand,1768521600,"{""count"":12}",1768837819
8278620265,default,daily_report,valid_stand,1768608000,"{""count"":10}",1768837819
8278620265,default,daily_report,valid_stand,1768694400,"{""count"":10}",1768837819
8278620265,default,daily_report,valid_stand,1768780800,"{""count"":11}",1769265682
8278620265,default,daily_report,valid_stand,1768867200,"{""count"":10}",1769265682
8278620265,default,daily_report,valid_stand,1768953600,"{""count"":11}",1769265682
8278620265,default,daily_report,valid_stand,1769040000,"{""count"":11}",1769265681
8278620265,default,daily_report,valid_stand,1769126400,"{""count"":11}",1769265681
8278620265,default,daily_report,valid_stand,1769212800,"{""count"":10}",1769595092
8278620265,default,daily_report,valid_stand,1769299200,"{""count"":10}",1769595092
8278620265,default,daily_report,valid_stand,1769385600,"{""count"":7}",1769595092
8278620265,default,daily_report,valid_stand,1769472000,"{""count"":9}",1769595092
8278620265,default,daily_report,valid_stand,1769558400,"{""count"":9}",1769693112
8278620265,default,daily_report,valid_stand,1769644800,"{""count"":10}",1769941948
8278620265,default,daily_report,valid_stand,1769731200,"{""count"":10}",1769941948
8278620265,default,daily_report,valid_stand,1769817600,"{""count"":10}",1769941948
8278620265,default,daily_report,valid_stand,1769904000,"{""count"":6}",1769946663
8278620265,default,daily_report,steps,1737763200,"{""calories"":3,""distance"":13,""steps"":21}",1737846934
8278620265,default,daily_report,steps,1737849600,"{""calories"":70,""distance"":2071,""steps"":3249}",1738052749
8278620265,default,daily_report,steps,1737936000,"{""calories"":70,""distance"":1944,""steps"":3050}",1738052749
8278620265,default,daily_report,steps,1738022400,"{""calories"":59,""distance"":1125,""steps"":1765}",1738182543
8278620265,default,daily_report,steps,1738108800,"{""calories"":67,""distance"":1062,""steps"":1667}",1738258995
8278620265,default,daily_report,steps,1738195200,"{""calories"":196,""distance"":4900,""steps"":7684}",1738402907
8278620265,default,daily_report,steps,1738281600,"{""calories"":283,""distance"":4919,""steps"":7718}",1738402908
8278620265,default,daily_report,steps,1738368000,"{""calories"":161,""distance"":3585,""steps"":5622}",1738564486
8278620265,default,daily_report,steps,1738454400,"{""calories"":185,""distance"":5031,""steps"":7894}",1738564486
8278620265,default,daily_report,steps,1738540800,"{""calories"":107,""distance"":2022,""steps"":3173}",1738748205
8278620265,default,daily_report,steps,1738627200,"{""calories"":178,""distance"":3545,""steps"":5562}",1738748205
8278620265,default,daily_report,steps,1738713600,"{""calories"":62,""distance"":989,""steps"":1553}",1738939360
8278620265,default,daily_report,steps,1738800000,"{""calories"":130,""distance"":2800,""steps"":4389}",1738939361
8278620265,default,daily_report,steps,1738886400,"{""calories"":233,""distance"":7316,""steps"":11480}",1739122380
8278620265,default,daily_report,steps,1738972800,"{""calories"":195,""distance"":4843,""steps"":7601}",1739122380
8278620265,default,daily_report,steps,1739059200,"{""calories"":141,""distance"":2907,""steps"":4557}",1739211011
8278620265,default,daily_report,steps,1739145600,"{""calories"":92,""distance"":2566,""steps"":4027}",1739640798
8278620265,default,daily_report,steps,1739232000,"{""calories"":131,""distance"":2600,""steps"":4081}",1739640799
8278620265,default,daily_report,steps,1739318400,"{""calories"":132,""distance"":1417,""steps"":2225}",1739640802
8278620265,default,daily_report,steps,1739404800,"{""calories"":123,""distance"":2824,""steps"":4430}",1739640801
8278620265,default,daily_report,steps,1739491200,"{""calories"":148,""distance"":3261,""steps"":5116}",1739640801
8278620265,default,daily_report,steps,1739577600,"{""calories"":127,""distance"":3872,""steps"":6078}",1740301299
8278620265,default,daily_report,steps,1739664000,"{""calories"":200,""distance"":3707,""steps"":5815}",1740301299
8278620265,default,daily_report,steps,1739750400,"{""calories"":78,""distance"":1199,""steps"":1882}",1740301299
8278620265,default,daily_report,steps,1739836800,"{""calories"":105,""distance"":2105,""steps"":3300}",1740301299
8278620265,default,daily_report,steps,1739923200,"{""calories"":72,""distance"":633,""steps"":994}",1740301298
8278620265,default,daily_report,steps,1740009600,"{""calories"":138,""distance"":3066,""steps"":4812}",1740301298
8278620265,default,daily_report,steps,1740096000,"{""calories"":356,""distance"":8017,""steps"":12576}",1740301298
